Numero de documentos (preguntas) del corpus : 984
Numero de palabras del corpus: 8342
Palabra: 0 Frec: 1 LogProb: -11.344796712148948
Palabra: 00 Frec: 0 LogProb: -12.037943892708894
Palabra: 000 Frec: 0 LogProb: -12.037943892708894
Palabra: 0000 Frec: 0 LogProb: -12.037943892708894
Palabra: 00237 Frec: 0 LogProb: -12.037943892708894
Palabra: 004 Frec: 0 LogProb: -12.037943892708894
Palabra: 00600 Frec: 0 LogProb: -12.037943892708894
Palabra: 009 Frec: 0 LogProb: -12.037943892708894
Palabra: 00936 Frec: 0 LogProb: -12.037943892708894
Palabra: 01 Frec: 0 LogProb: -12.037943892708894
Palabra: 01031 Frec: 0 LogProb: -12.037943892708894
Palabra: 01654 Frec: 0 LogProb: -12.037943892708894
Palabra: 01722 Frec: 0 LogProb: -12.037943892708894
Palabra: 01775 Frec: 0 LogProb: -12.037943892708894
Palabra: 01830 Frec: 0 LogProb: -12.037943892708894
Palabra: 02 Frec: 0 LogProb: -12.037943892708894
Palabra: 02287e Frec: 0 LogProb: -12.037943892708894
Palabra: 03 Frec: 0 LogProb: -12.037943892708894
Palabra: 04 Frec: 0 LogProb: -12.037943892708894
Palabra: 047 Frec: 0 LogProb: -12.037943892708894
Palabra: 05 Frec: 0 LogProb: -12.037943892708894
Palabra: 07 Frec: 0 LogProb: -12.037943892708894
Palabra: 08 Frec: 0 LogProb: -12.037943892708894
Palabra: 08177 Frec: 0 LogProb: -12.037943892708894
Palabra: 09 Frec: 0 LogProb: -12.037943892708894
Palabra: 0M4 Frec: 0 LogProb: -12.037943892708894
Palabra: 0b Frec: 0 LogProb: -12.037943892708894
Palabra: 0kb Frec: 0 LogProb: -12.037943892708894
Palabra: 0s Frec: 0 LogProb: -12.037943892708894
Palabra: 0x123456789 Frec: 0 LogProb: -12.037943892708894
Palabra: 0x18a15e0 Frec: 1 LogProb: -11.344796712148948
Palabra: 0x80000022 Frec: 0 LogProb: -12.037943892708894
Palabra: 0x80004005 Frec: 0 LogProb: -12.037943892708894
Palabra: 0x8004D024 Frec: 0 LogProb: -12.037943892708894
Palabra: 0x800A03EC Frec: 0 LogProb: -12.037943892708894
Palabra: 0x800a03ec Frec: 0 LogProb: -12.037943892708894
Palabra: 1 Frec: 1 LogProb: -11.344796712148948
Palabra: 10 Frec: 6 LogProb: -10.09203374365358
Palabra: 100 Frec: 0 LogProb: -12.037943892708894
Palabra: 1000 Frec: 0 LogProb: -12.037943892708894
Palabra: 1004 Frec: 0 LogProb: -12.037943892708894
Palabra: 1022868890 Frec: 0 LogProb: -12.037943892708894
Palabra: 1024HLS Frec: 0 LogProb: -12.037943892708894
Palabra: 1054 Frec: 0 LogProb: -12.037943892708894
Palabra: 109 Frec: 0 LogProb: -12.037943892708894
Palabra: 10G Frec: 0 LogProb: -12.037943892708894
Palabra: 10cent Frec: 0 LogProb: -12.037943892708894
Palabra: 10g Frec: 0 LogProb: -12.037943892708894
Palabra: 10gAS Frec: 0 LogProb: -12.037943892708894
Palabra: 10gr2 Frec: 0 LogProb: -12.037943892708894
Palabra: 11 Frec: 0 LogProb: -12.037943892708894
Palabra: 11g Frec: 0 LogProb: -12.037943892708894
Palabra: 12 Frec: 0 LogProb: -12.037943892708894
Palabra: 12154 Frec: 0 LogProb: -12.037943892708894
Palabra: 1251 Frec: 0 LogProb: -12.037943892708894
Palabra: 12514 Frec: 0 LogProb: -12.037943892708894
Palabra: 12519 Frec: 0 LogProb: -12.037943892708894
Palabra: 12547 Frec: 0 LogProb: -12.037943892708894
Palabra: 12560 Frec: 0 LogProb: -12.037943892708894
Palabra: 12638 Frec: 0 LogProb: -12.037943892708894
Palabra: 127 Frec: 0 LogProb: -12.037943892708894
Palabra: 128bit Frec: 0 LogProb: -12.037943892708894
Palabra: 13 Frec: 0 LogProb: -12.037943892708894
Palabra: 13119 Frec: 0 LogProb: -12.037943892708894
Palabra: 1325 Frec: 0 LogProb: -12.037943892708894
Palabra: 13T11 Frec: 0 LogProb: -12.037943892708894
Palabra: 14 Frec: 1 LogProb: -11.344796712148948
Palabra: 14795 Frec: 0 LogProb: -12.037943892708894
Palabra: 15 Frec: 0 LogProb: -12.037943892708894
Palabra: 15min Frec: 0 LogProb: -12.037943892708894
Palabra: 16 Frec: 0 LogProb: -12.037943892708894
Palabra: 170M Frec: 0 LogProb: -12.037943892708894
Palabra: 18 Frec: 0 LogProb: -12.037943892708894
Palabra: 1900 Frec: 0 LogProb: -12.037943892708894
Palabra: 1970 Frec: 0 LogProb: -12.037943892708894
Palabra: 1D Frec: 0 LogProb: -12.037943892708894
Palabra: 1Z0 Frec: 0 LogProb: -12.037943892708894
Palabra: 1ga Frec: 0 LogProb: -12.037943892708894
Palabra: 1p Frec: 0 LogProb: -12.037943892708894
Palabra: 1s Frec: 0 LogProb: -12.037943892708894
Palabra: 2 Frec: 2 LogProb: -10.939331604040785
Palabra: 20 Frec: 0 LogProb: -12.037943892708894
Palabra: 200 Frec: 1 LogProb: -11.344796712148948
Palabra: 2000 Frec: 0 LogProb: -12.037943892708894
Palabra: 2002 Frec: 0 LogProb: -12.037943892708894
Palabra: 2003 Frec: 0 LogProb: -12.037943892708894
Palabra: 2005 Frec: 0 LogProb: -12.037943892708894
Palabra: 2007 Frec: 0 LogProb: -12.037943892708894
Palabra: 2008 Frec: 0 LogProb: -12.037943892708894
Palabra: 2009 Frec: 0 LogProb: -12.037943892708894
Palabra: 2009b Frec: 0 LogProb: -12.037943892708894
Palabra: 2010 Frec: 0 LogProb: -12.037943892708894
Palabra: 2058 Frec: 0 LogProb: -12.037943892708894
Palabra: 206 Frec: 0 LogProb: -12.037943892708894
Palabra: 209px Frec: 0 LogProb: -12.037943892708894
Palabra: 2147352567 Frec: 0 LogProb: -12.037943892708894
Palabra: 23 Frec: 0 LogProb: -12.037943892708894
Palabra: 24 Frec: 1 LogProb: -11.344796712148948
Palabra: 2400 Frec: 0 LogProb: -12.037943892708894
Palabra: 25 Frec: 0 LogProb: -12.037943892708894
Palabra: 25293 Frec: 0 LogProb: -12.037943892708894
Palabra: 255 Frec: 0 LogProb: -12.037943892708894
Palabra: 266 Frec: 0 LogProb: -12.037943892708894
Palabra: 27 Frec: 0 LogProb: -12.037943892708894
Palabra: 27101 Frec: 0 LogProb: -12.037943892708894
Palabra: 28 Frec: 0 LogProb: -12.037943892708894
Palabra: 28579 Frec: 0 LogProb: -12.037943892708894
Palabra: 2B Frec: 0 LogProb: -12.037943892708894
Palabra: 2D Frec: 0 LogProb: -12.037943892708894
Palabra: 2c Frec: 0 LogProb: -12.037943892708894
Palabra: 2checkout Frec: 0 LogProb: -12.037943892708894
Palabra: 2d Frec: 0 LogProb: -12.037943892708894
Palabra: 2k7 Frec: 0 LogProb: -12.037943892708894
Palabra: 2k8 Frec: 0 LogProb: -12.037943892708894
Palabra: 2n Frec: 0 LogProb: -12.037943892708894
Palabra: 2nd Frec: 0 LogProb: -12.037943892708894
Palabra: 3 Frec: 2 LogProb: -10.939331604040785
Palabra: 300 Frec: 0 LogProb: -12.037943892708894
Palabra: 301 Frec: 0 LogProb: -12.037943892708894
Palabra: 302 Frec: 0 LogProb: -12.037943892708894
Palabra: 303 Frec: 0 LogProb: -12.037943892708894
Palabra: 304 Frec: 0 LogProb: -12.037943892708894
Palabra: 30m Frec: 0 LogProb: -12.037943892708894
Palabra: 31600 Frec: 0 LogProb: -12.037943892708894
Palabra: 32 Frec: 1 LogProb: -11.344796712148948
Palabra: 3221225477 Frec: 0 LogProb: -12.037943892708894
Palabra: 32bit Frec: 0 LogProb: -12.037943892708894
Palabra: 336027900 Frec: 0 LogProb: -12.037943892708894
Palabra: 3954275 Frec: 0 LogProb: -12.037943892708894
Palabra: 3D Frec: 0 LogProb: -12.037943892708894
Palabra: 3d Frec: 0 LogProb: -12.037943892708894
Palabra: 3g Frec: 1 LogProb: -11.344796712148948
Palabra: 3m Frec: 0 LogProb: -12.037943892708894
Palabra: 3rd Frec: 0 LogProb: -12.037943892708894
Palabra: 4 Frec: 3 LogProb: -10.651649531589003
Palabra: 40 Frec: 0 LogProb: -12.037943892708894
Palabra: 400 Frec: 0 LogProb: -12.037943892708894
Palabra: 4000 Frec: 0 LogProb: -12.037943892708894
Palabra: 400K Frec: 0 LogProb: -12.037943892708894
Palabra: 401 Frec: 0 LogProb: -12.037943892708894
Palabra: 403 Frec: 0 LogProb: -12.037943892708894
Palabra: 4030 Frec: 0 LogProb: -12.037943892708894
Palabra: 4031 Frec: 0 LogProb: -12.037943892708894
Palabra: 404 Frec: 0 LogProb: -12.037943892708894
Palabra: 404s Frec: 0 LogProb: -12.037943892708894
Palabra: 405 Frec: 0 LogProb: -12.037943892708894
Palabra: 408 Frec: 0 LogProb: -12.037943892708894
Palabra: 409 Frec: 0 LogProb: -12.037943892708894
Palabra: 42S02 Frec: 0 LogProb: -12.037943892708894
Palabra: 443 Frec: 0 LogProb: -12.037943892708894
Palabra: 45 Frec: 0 LogProb: -12.037943892708894
Palabra: 46 Frec: 0 LogProb: -12.037943892708894
Palabra: 47 Frec: 0 LogProb: -12.037943892708894
Palabra: 4795e Frec: 0 LogProb: -12.037943892708894
Palabra: 4GB Frec: 0 LogProb: -12.037943892708894
Palabra: 4th Frec: 0 LogProb: -12.037943892708894
Palabra: 4x Frec: 0 LogProb: -12.037943892708894
Palabra: 5 Frec: 4 LogProb: -10.428505980274794
Palabra: 50 Frec: 0 LogProb: -12.037943892708894
Palabra: 500 Frec: 0 LogProb: -12.037943892708894
Palabra: 501 Frec: 0 LogProb: -12.037943892708894
Palabra: 502 Frec: 0 LogProb: -12.037943892708894
Palabra: 503 Frec: 0 LogProb: -12.037943892708894
Palabra: 50727 Frec: 0 LogProb: -12.037943892708894
Palabra: 55 Frec: 0 LogProb: -12.037943892708894
Palabra: 563 Frec: 0 LogProb: -12.037943892708894
Palabra: 5G Frec: 0 LogProb: -12.037943892708894
Palabra: 5pm Frec: 0 LogProb: -12.037943892708894
Palabra: 6 Frec: 2 LogProb: -10.939331604040785
Palabra: 60 Frec: 1 LogProb: -11.344796712148948
Palabra: 63 Frec: 0 LogProb: -12.037943892708894
Palabra: 64 Frec: 2 LogProb: -10.939331604040785
Palabra: 643853 Frec: 0 LogProb: -12.037943892708894
Palabra: 64bit Frec: 1 LogProb: -11.344796712148948
Palabra: 64bits Frec: 0 LogProb: -12.037943892708894
Palabra: 65536 Frec: 0 LogProb: -12.037943892708894
Palabra: 6i Frec: 0 LogProb: -12.037943892708894
Palabra: 6x Frec: 0 LogProb: -12.037943892708894
Palabra: 6x6 Frec: 0 LogProb: -12.037943892708894
Palabra: 7 Frec: 0 LogProb: -12.037943892708894
Palabra: 70 Frec: 0 LogProb: -12.037943892708894
Palabra: 700 Frec: 1 LogProb: -11.344796712148948
Palabra: 701 Frec: 0 LogProb: -12.037943892708894
Palabra: 7129 Frec: 0 LogProb: -12.037943892708894
Palabra: 77 Frec: 0 LogProb: -12.037943892708894
Palabra: 777 Frec: 0 LogProb: -12.037943892708894
Palabra: 7A2E0F92 Frec: 0 LogProb: -12.037943892708894
Palabra: 8 Frec: 0 LogProb: -12.037943892708894
Palabra: 80 Frec: 0 LogProb: -12.037943892708894
