Numero de documentos (preguntas) del corpus : 908
Numero de palabras del corpus: 8126
Palabra: 0 Frec: 4 LogProb: -10.427227427233055
Palabra: 00 Frec: 2 LogProb: -10.938053050999045
Palabra: 000 Frec: 0 LogProb: -12.036665339667154
Palabra: 0000 Frec: 0 LogProb: -12.036665339667154
Palabra: 00237 Frec: 1 LogProb: -11.343518159107209
Palabra: 004 Frec: 0 LogProb: -12.036665339667154
Palabra: 00600 Frec: 1 LogProb: -11.343518159107209
Palabra: 009 Frec: 0 LogProb: -12.036665339667154
Palabra: 00936 Frec: 1 LogProb: -11.343518159107209
Palabra: 01 Frec: 0 LogProb: -12.036665339667154
Palabra: 01031 Frec: 1 LogProb: -11.343518159107209
Palabra: 01654 Frec: 1 LogProb: -11.343518159107209
Palabra: 01722 Frec: 1 LogProb: -11.343518159107209
Palabra: 01775 Frec: 1 LogProb: -11.343518159107209
Palabra: 01830 Frec: 1 LogProb: -11.343518159107209
Palabra: 02 Frec: 1 LogProb: -11.343518159107209
Palabra: 02287e Frec: 0 LogProb: -12.036665339667154
Palabra: 03 Frec: 0 LogProb: -12.036665339667154
Palabra: 04 Frec: 0 LogProb: -12.036665339667154
Palabra: 047 Frec: 1 LogProb: -11.343518159107209
Palabra: 05 Frec: 0 LogProb: -12.036665339667154
Palabra: 07 Frec: 0 LogProb: -12.036665339667154
Palabra: 08 Frec: 0 LogProb: -12.036665339667154
Palabra: 08177 Frec: 2 LogProb: -10.938053050999045
Palabra: 09 Frec: 0 LogProb: -12.036665339667154
Palabra: 0M4 Frec: 0 LogProb: -12.036665339667154
Palabra: 0b Frec: 0 LogProb: -12.036665339667154
Palabra: 0kb Frec: 0 LogProb: -12.036665339667154
Palabra: 0s Frec: 0 LogProb: -12.036665339667154
Palabra: 0x123456789 Frec: 0 LogProb: -12.036665339667154
Palabra: 0x18a15e0 Frec: 0 LogProb: -12.036665339667154
Palabra: 0x80000022 Frec: 0 LogProb: -12.036665339667154
Palabra: 0x80004005 Frec: 0 LogProb: -12.036665339667154
Palabra: 0x8004D024 Frec: 0 LogProb: -12.036665339667154
Palabra: 0x800A03EC Frec: 0 LogProb: -12.036665339667154
Palabra: 0x800a03ec Frec: 0 LogProb: -12.036665339667154
Palabra: 1 Frec: 4 LogProb: -10.427227427233055
Palabra: 10 Frec: 10 LogProb: -9.638770066868783
Palabra: 100 Frec: 0 LogProb: -12.036665339667154
Palabra: 1000 Frec: 1 LogProb: -11.343518159107209
Palabra: 1004 Frec: 0 LogProb: -12.036665339667154
Palabra: 1022868890 Frec: 0 LogProb: -12.036665339667154
Palabra: 1024HLS Frec: 0 LogProb: -12.036665339667154
Palabra: 1054 Frec: 0 LogProb: -12.036665339667154
Palabra: 109 Frec: 0 LogProb: -12.036665339667154
Palabra: 10G Frec: 1 LogProb: -11.343518159107209
Palabra: 10cent Frec: 0 LogProb: -12.036665339667154
Palabra: 10g Frec: 25 LogProb: -8.778568801645672
Palabra: 10gAS Frec: 1 LogProb: -11.343518159107209
Palabra: 10gr2 Frec: 3 LogProb: -10.650370978547263
Palabra: 11 Frec: 2 LogProb: -10.938053050999045
Palabra: 11g Frec: 9 LogProb: -9.73408024667311
Palabra: 12 Frec: 0 LogProb: -12.036665339667154
Palabra: 12154 Frec: 3 LogProb: -10.650370978547263
Palabra: 1251 Frec: 0 LogProb: -12.036665339667154
Palabra: 12514 Frec: 1 LogProb: -11.343518159107209
Palabra: 12519 Frec: 1 LogProb: -11.343518159107209
Palabra: 12547 Frec: 1 LogProb: -11.343518159107209
Palabra: 12560 Frec: 1 LogProb: -11.343518159107209
Palabra: 12638 Frec: 1 LogProb: -11.343518159107209
Palabra: 127 Frec: 0 LogProb: -12.036665339667154
Palabra: 128bit Frec: 0 LogProb: -12.036665339667154
Palabra: 13 Frec: 0 LogProb: -12.036665339667154
Palabra: 13119 Frec: 0 LogProb: -12.036665339667154
Palabra: 1325 Frec: 0 LogProb: -12.036665339667154
Palabra: 13T11 Frec: 1 LogProb: -11.343518159107209
Palabra: 14 Frec: 0 LogProb: -12.036665339667154
Palabra: 14795 Frec: 0 LogProb: -12.036665339667154
Palabra: 15 Frec: 0 LogProb: -12.036665339667154
Palabra: 15min Frec: 0 LogProb: -12.036665339667154
Palabra: 16 Frec: 0 LogProb: -12.036665339667154
Palabra: 170M Frec: 0 LogProb: -12.036665339667154
Palabra: 18 Frec: 0 LogProb: -12.036665339667154
Palabra: 1900 Frec: 0 LogProb: -12.036665339667154
Palabra: 1970 Frec: 0 LogProb: -12.036665339667154
Palabra: 1D Frec: 0 LogProb: -12.036665339667154
Palabra: 1Z0 Frec: 1 LogProb: -11.343518159107209
Palabra: 1ga Frec: 0 LogProb: -12.036665339667154
Palabra: 1p Frec: 0 LogProb: -12.036665339667154
Palabra: 1s Frec: 0 LogProb: -12.036665339667154
Palabra: 2 Frec: 3 LogProb: -10.650370978547263
Palabra: 20 Frec: 0 LogProb: -12.036665339667154
Palabra: 200 Frec: 0 LogProb: -12.036665339667154
Palabra: 2000 Frec: 2 LogProb: -10.938053050999045
Palabra: 2002 Frec: 0 LogProb: -12.036665339667154
Palabra: 2003 Frec: 0 LogProb: -12.036665339667154
Palabra: 2005 Frec: 1 LogProb: -11.343518159107209
Palabra: 2007 Frec: 0 LogProb: -12.036665339667154
Palabra: 2008 Frec: 1 LogProb: -11.343518159107209
Palabra: 2009 Frec: 1 LogProb: -11.343518159107209
Palabra: 2009b Frec: 0 LogProb: -12.036665339667154
Palabra: 2010 Frec: 0 LogProb: -12.036665339667154
